data.consumption,data.time,data.period,device
353,2025-07-28T21:05:18.000Z,6,8165a900-4a9c-11ef-8393-69e55944ae1e
460,2025-07-28T21:05:18.000Z,6,8161ea40-4a9c-11ef-82d3-2ffa8384e699
434,2025-07-28T21:06:03.000Z,32,8165a900-4a9c-11ef-8393-69e55944ae1e
1754,2025-07-28T21:06:04.000Z,33,8161ea40-4a9c-11ef-82d3-2ffa8384e699
115,2025-07-28T21:06:25.000Z,2,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1113,2025-07-28T21:07:35.000Z,36,8165a900-4a9c-11ef-8393-69e55944ae1e
3233,2025-07-28T21:07:36.000Z,36,8161ea40-4a9c-11ef-82d3-2ffa8384e699
190,2025-07-28T21:08:32.000Z,4,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3145,2025-07-28T21:09:50.000Z,62,8165a900-4a9c-11ef-8393-69e55944ae1e
9274,2025-07-28T21:09:51.000Z,62,8161ea40-4a9c-11ef-82d3-2ffa8384e699
574,2025-07-28T21:12:01.000Z,43,8165a900-4a9c-11ef-8393-69e55944ae1e
11360,2025-07-28T21:12:01.000Z,44,8161ea40-4a9c-11ef-82d3-2ffa8384e699
124,2025-07-28T21:21:59.000Z,4,81653450-4a9c-11ef-a236-3bbfdd38639d
130,2025-07-28T21:22:00.000Z,5,8170c860-4a9c-11ef-a57d-1978fe7d9161
201,2025-07-28T21:27:32.000Z,22,8164cb10-4a9c-11ef-b24b-055224f3eeba
398,2025-07-28T21:28:00.000Z,10,8164cb10-4a9c-11ef-b24b-055224f3eeba
9840,2025-07-28T21:29:46.000Z,197,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
11912,2025-07-28T21:29:46.000Z,197,81689b30-4a9c-11ef-ad50-1d2daba32da0
2286,2025-07-28T21:29:50.000Z,47,8164cb10-4a9c-11ef-b24b-055224f3eeba
4710,2025-07-28T21:29:50.000Z,160,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3907,2025-07-29T07:44:38.000Z,18,8161ea40-4a9c-11ef-82d3-2ffa8384e699
10096,2025-07-29T07:49:56.000Z,36,8161ea40-4a9c-11ef-82d3-2ffa8384e699
718,2025-07-29T07:50:37.000Z,10,8170c860-4a9c-11ef-a57d-1978fe7d9161
2080,2025-07-29T07:50:38.000Z,10,81653450-4a9c-11ef-a236-3bbfdd38639d
1107,2025-07-29T07:51:13.000Z,13,816932d0-4a9c-11ef-b3c5-85b5ce342d21
631,2025-07-29T07:51:36.000Z,8,81689b30-4a9c-11ef-ad50-1d2daba32da0
396,2025-07-29T07:51:37.000Z,8,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2550,2025-07-29T07:52:01.000Z,9,8161ea40-4a9c-11ef-82d3-2ffa8384e699
33004,2025-07-29T10:28:06.000Z,466,81689b30-4a9c-11ef-ad50-1d2daba32da0
36651,2025-07-29T10:28:07.000Z,466,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
4160,2025-07-29T11:19:47.000Z,23,81653450-4a9c-11ef-a236-3bbfdd38639d
462,2025-07-29T11:21:04.000Z,26,8164cb10-4a9c-11ef-b24b-055224f3eeba
2395,2025-07-29T11:22:26.000Z,26,8164cb10-4a9c-11ef-b24b-055224f3eeba
342,2025-07-29T11:22:25.000Z,26,816932d0-4a9c-11ef-b3c5-85b5ce342d21
12887,2025-07-29T11:22:37.000Z,202,81689b30-4a9c-11ef-ad50-1d2daba32da0
14189,2025-07-29T11:22:38.000Z,202,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
292,2025-07-29T11:23:26.000Z,8,81689b30-4a9c-11ef-ad50-1d2daba32da0
703,2025-07-29T11:23:27.000Z,9,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3063,2025-07-29T11:42:30.000Z,104,8164cb10-4a9c-11ef-b24b-055224f3eeba
8815,2025-07-29T11:42:30.000Z,126,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2796,2025-07-29T15:48:05.000Z,46,8164cb10-4a9c-11ef-b24b-055224f3eeba
5265,2025-07-29T15:53:26.000Z,32,8164cb10-4a9c-11ef-b24b-055224f3eeba
3696,2025-07-29T15:54:59.000Z,25,8164cb10-4a9c-11ef-b24b-055224f3eeba
883,2025-07-29T16:44:53.000Z,19,81689b30-4a9c-11ef-ad50-1d2daba32da0
1003,2025-07-29T16:45:00.000Z,25,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
828,2025-07-29T16:45:08.000Z,8,81689b30-4a9c-11ef-ad50-1d2daba32da0
5595,2025-07-29T16:46:34.000Z,56,81689b30-4a9c-11ef-ad50-1d2daba32da0
8983,2025-07-29T17:23:49.000Z,140,81689b30-4a9c-11ef-ad50-1d2daba32da0
10433,2025-07-29T17:23:49.000Z,94,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
119,2025-07-29T17:24:04.000Z,5,81689b30-4a9c-11ef-ad50-1d2daba32da0
346,2025-07-29T17:24:04.000Z,6,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3993,2025-07-29T17:25:14.000Z,68,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3325,2025-07-29T17:27:44.000Z,135,816932d0-4a9c-11ef-b3c5-85b5ce342d21
148,2025-07-29T17:36:58.000Z,1,8164cb10-4a9c-11ef-b24b-055224f3eeba
1512,2025-07-29T17:38:02.000Z,68,816932d0-4a9c-11ef-b3c5-85b5ce342d21
6145,2025-07-29T18:12:00.000Z,223,81689b30-4a9c-11ef-ad50-1d2daba32da0
24381,2025-07-29T18:12:00.000Z,223,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
11175,2025-07-29T18:27:47.000Z,174,81689b30-4a9c-11ef-ad50-1d2daba32da0
16354,2025-07-29T18:27:47.000Z,174,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
10471,2025-07-29T18:51:15.000Z,59,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1183,2025-07-29T19:05:18.000Z,35,81689b30-4a9c-11ef-ad50-1d2daba32da0
1986,2025-07-29T19:05:18.000Z,35,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1233,2025-07-29T19:08:23.000Z,20,8164cb10-4a9c-11ef-b24b-055224f3eeba
589,2025-07-29T19:09:26.000Z,25,8164cb10-4a9c-11ef-b24b-055224f3eeba
2072,2025-07-29T19:10:19.000Z,46,8164cb10-4a9c-11ef-b24b-055224f3eeba
6542,2025-07-29T19:10:19.000Z,115,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2734,2025-07-29T19:11:28.000Z,26,8164cb10-4a9c-11ef-b24b-055224f3eeba
1095,2025-07-29T19:11:28.000Z,26,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1256,2025-07-29T19:21:07.000Z,72,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1319,2025-07-29T19:21:43.000Z,20,8164cb10-4a9c-11ef-b24b-055224f3eeba
892,2025-07-29T19:21:44.000Z,21,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1478,2025-07-29T19:31:37.000Z,78,81689b30-4a9c-11ef-ad50-1d2daba32da0
7074,2025-07-29T19:32:03.000Z,105,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
793,2025-07-29T20:52:39.000Z,13,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
19268,2025-07-29T20:57:52.000Z,316,81689b30-4a9c-11ef-ad50-1d2daba32da0
11884,2025-07-29T20:57:52.000Z,306,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1184,2025-07-29T21:02:05.000Z,47,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
719,2025-07-29T21:06:52.000Z,14,8161ea40-4a9c-11ef-82d3-2ffa8384e699
443,2025-07-29T21:06:52.000Z,14,8165a900-4a9c-11ef-8393-69e55944ae1e
113,2025-07-29T21:07:56.000Z,1,8161ea40-4a9c-11ef-82d3-2ffa8384e699
862,2025-07-29T21:08:17.000Z,6,8161ea40-4a9c-11ef-82d3-2ffa8384e699
424,2025-07-29T21:08:17.000Z,6,8165a900-4a9c-11ef-8393-69e55944ae1e
104,2025-07-29T21:09:04.000Z,1,8161ea40-4a9c-11ef-82d3-2ffa8384e699
130,2025-07-29T21:09:12.000Z,2,8161ea40-4a9c-11ef-82d3-2ffa8384e699
256,2025-07-29T21:09:40.000Z,6,81653450-4a9c-11ef-a236-3bbfdd38639d
1128,2025-07-29T21:09:47.000Z,22,8165a900-4a9c-11ef-8393-69e55944ae1e
3428,2025-07-29T21:09:47.000Z,22,8161ea40-4a9c-11ef-82d3-2ffa8384e699
2284,2025-07-29T21:10:02.000Z,28,8170c860-4a9c-11ef-a57d-1978fe7d9161
109,2025-07-29T21:10:13.000Z,1,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3121,2025-07-29T21:10:20.000Z,23,8164cb10-4a9c-11ef-b24b-055224f3eeba
4227,2025-07-29T21:10:34.000Z,35,81653450-4a9c-11ef-a236-3bbfdd38639d
886,2025-07-29T21:10:58.000Z,19,8165a900-4a9c-11ef-8393-69e55944ae1e
1487,2025-07-29T21:10:58.000Z,19,8161ea40-4a9c-11ef-82d3-2ffa8384e699
11250,2025-07-29T21:11:27.000Z,47,81653450-4a9c-11ef-a236-3bbfdd38639d
1996,2025-07-29T21:11:45.000Z,19,8164cb10-4a9c-11ef-b24b-055224f3eeba
1537,2025-07-29T21:11:57.000Z,36,81689b30-4a9c-11ef-ad50-1d2daba32da0
3165,2025-07-29T21:11:57.000Z,38,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
11080,2025-07-29T21:13:04.000Z,66,8161ea40-4a9c-11ef-82d3-2ffa8384e699
4380,2025-07-29T21:13:04.000Z,64,8165a900-4a9c-11ef-8393-69e55944ae1e
5669,2025-07-29T21:14:37.000Z,36,8161ea40-4a9c-11ef-82d3-2ffa8384e699
240,2025-07-29T21:15:19.000Z,8,8165a900-4a9c-11ef-8393-69e55944ae1e
759,2025-07-29T21:15:20.000Z,9,8161ea40-4a9c-11ef-82d3-2ffa8384e699
854,2025-07-29T21:15:28.000Z,27,8164cb10-4a9c-11ef-b24b-055224f3eeba
3571,2025-07-29T21:15:46.000Z,18,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3256,2025-07-29T21:18:02.000Z,196,81689b30-4a9c-11ef-ad50-1d2daba32da0
9857,2025-07-29T21:18:12.000Z,213,816932d0-4a9c-11ef-b3c5-85b5ce342d21
13998,2025-07-29T21:18:13.000Z,208,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
6362,2025-07-29T21:18:24.000Z,158,8164cb10-4a9c-11ef-b24b-055224f3eeba
131,2025-07-29T21:19:29.000Z,2,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
127,2025-07-29T21:21:09.000Z,53,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2140,2025-07-29T21:21:44.000Z,29,8164cb10-4a9c-11ef-b24b-055224f3eeba
280,2025-07-29T21:21:44.000Z,28,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5601,2025-07-29T21:32:40.000Z,86,81689b30-4a9c-11ef-ad50-1d2daba32da0
8298,2025-07-29T21:32:40.000Z,86,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1837,2025-07-29T21:32:57.000Z,10,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1948,2025-07-29T21:38:52.000Z,65,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2028,2025-07-29T21:41:58.000Z,177,816932d0-4a9c-11ef-b3c5-85b5ce342d21
33772,2025-07-29T21:43:19.000Z,528,81689b30-4a9c-11ef-ad50-1d2daba32da0
45819,2025-07-29T21:44:04.000Z,573,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1587,2025-07-30T07:47:23.000Z,19,8170c860-4a9c-11ef-a57d-1978fe7d9161
3146,2025-07-30T07:47:24.000Z,19,81653450-4a9c-11ef-a236-3bbfdd38639d
11351,2025-07-30T07:48:56.000Z,43,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1183,2025-07-30T07:49:35.000Z,15,8170c860-4a9c-11ef-a57d-1978fe7d9161
2571,2025-07-30T07:49:35.000Z,15,81653450-4a9c-11ef-a236-3bbfdd38639d
1493,2025-07-30T07:50:17.000Z,9,8164cb10-4a9c-11ef-b24b-055224f3eeba
1722,2025-07-30T07:50:40.000Z,9,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3112,2025-07-30T07:51:05.000Z,11,8161ea40-4a9c-11ef-82d3-2ffa8384e699
5890,2025-07-30T08:01:53.000Z,36,81653450-4a9c-11ef-a236-3bbfdd38639d
2889,2025-07-30T08:01:52.000Z,36,8170c860-4a9c-11ef-a57d-1978fe7d9161
598,2025-07-30T08:57:23.000Z,26,8164cb10-4a9c-11ef-b24b-055224f3eeba
2154,2025-07-30T08:57:23.000Z,65,816932d0-4a9c-11ef-b3c5-85b5ce342d21
11124,2025-07-30T08:58:13.000Z,205,81689b30-4a9c-11ef-ad50-1d2daba32da0
15446,2025-07-30T08:58:14.000Z,151,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3654,2025-07-30T08:59:22.000Z,40,8164cb10-4a9c-11ef-b24b-055224f3eeba
1512,2025-07-30T08:59:21.000Z,47,816932d0-4a9c-11ef-b3c5-85b5ce342d21
193,2025-07-30T08:59:38.000Z,9,8164cb10-4a9c-11ef-b24b-055224f3eeba
207,2025-07-30T08:59:38.000Z,9,816932d0-4a9c-11ef-b3c5-85b5ce342d21
8557,2025-07-30T09:30:15.000Z,31,8161ea40-4a9c-11ef-82d3-2ffa8384e699
33527,2025-07-30T10:53:07.000Z,435,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
32083,2025-07-30T10:53:06.000Z,435,81689b30-4a9c-11ef-ad50-1d2daba32da0
7749,2025-07-30T15:06:08.000Z,73,8164cb10-4a9c-11ef-b24b-055224f3eeba
2606,2025-07-30T15:07:38.000Z,25,8164cb10-4a9c-11ef-b24b-055224f3eeba
3024,2025-07-30T15:54:54.000Z,36,8164cb10-4a9c-11ef-b24b-055224f3eeba
257,2025-07-30T15:55:56.000Z,44,8164cb10-4a9c-11ef-b24b-055224f3eeba
9333,2025-07-30T16:15:32.000Z,147,81689b30-4a9c-11ef-ad50-1d2daba32da0
10045,2025-07-30T16:15:32.000Z,84,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
215,2025-07-30T16:43:11.000Z,2,8164cb10-4a9c-11ef-b24b-055224f3eeba
4895,2025-07-30T16:44:04.000Z,52,816932d0-4a9c-11ef-b3c5-85b5ce342d21
237,2025-07-30T16:45:49.000Z,9,8164cb10-4a9c-11ef-b24b-055224f3eeba
4128,2025-07-30T16:45:49.000Z,69,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9910,2025-07-30T18:15:54.000Z,147,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
15393,2025-07-30T18:15:53.000Z,211,81689b30-4a9c-11ef-ad50-1d2daba32da0
11621,2025-07-30T18:59:10.000Z,175,816932d0-4a9c-11ef-b3c5-85b5ce342d21
13416,2025-07-30T18:59:41.000Z,152,8164cb10-4a9c-11ef-b24b-055224f3eeba
1519,2025-07-30T19:51:23.000Z,33,81653450-4a9c-11ef-a236-3bbfdd38639d
277,2025-07-30T19:58:13.000Z,13,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8186,2025-07-30T20:00:42.000Z,101,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
13027,2025-07-30T20:00:41.000Z,161,81689b30-4a9c-11ef-ad50-1d2daba32da0
1790,2025-07-30T20:34:22.000Z,43,81689b30-4a9c-11ef-ad50-1d2daba32da0
3595,2025-07-30T20:34:48.000Z,51,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4951,2025-07-30T20:38:08.000Z,188,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9806,2025-07-30T20:39:01.000Z,265,81689b30-4a9c-11ef-ad50-1d2daba32da0
8104,2025-07-30T20:57:28.000Z,304,816932d0-4a9c-11ef-b3c5-85b5ce342d21
218,2025-07-30T21:01:24.000Z,13,816932d0-4a9c-11ef-b3c5-85b5ce342d21
439,2025-07-30T21:03:21.000Z,29,816932d0-4a9c-11ef-b3c5-85b5ce342d21
34436,2025-07-30T21:05:10.000Z,495,81689b30-4a9c-11ef-ad50-1d2daba32da0
1448,2025-07-30T21:06:00.000Z,47,8165a900-4a9c-11ef-8393-69e55944ae1e
1404,2025-07-30T21:06:43.000Z,72,816932d0-4a9c-11ef-b3c5-85b5ce342d21
628,2025-07-30T21:07:32.000Z,42,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5356,2025-07-30T21:08:24.000Z,102,81689b30-4a9c-11ef-ad50-1d2daba32da0
646,2025-07-30T21:08:56.000Z,17,81689b30-4a9c-11ef-ad50-1d2daba32da0
3643,2025-07-30T21:09:41.000Z,80,8170c860-4a9c-11ef-a57d-1978fe7d9161
2112,2025-07-30T21:10:12.000Z,65,81689b30-4a9c-11ef-ad50-1d2daba32da0
3645,2025-07-30T21:10:28.000Z,97,8165a900-4a9c-11ef-8393-69e55944ae1e
1230,2025-07-30T21:11:08.000Z,41,816932d0-4a9c-11ef-b3c5-85b5ce342d21
201,2025-07-30T21:12:27.000Z,8,81689b30-4a9c-11ef-ad50-1d2daba32da0
172,2025-07-30T21:12:52.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
1122,2025-07-30T21:12:56.000Z,70,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5462,2025-07-30T21:13:36.000Z,87,8170c860-4a9c-11ef-a57d-1978fe7d9161
710,2025-07-30T21:14:10.000Z,21,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4148,2025-07-30T21:14:57.000Z,116,81689b30-4a9c-11ef-ad50-1d2daba32da0
1604,2025-07-30T21:15:24.000Z,37,816932d0-4a9c-11ef-b3c5-85b5ce342d21
122,2025-07-30T21:15:50.000Z,3,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1659,2025-07-30T21:16:54.000Z,41,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9125,2025-07-30T21:19:39.000Z,170,81689b30-4a9c-11ef-ad50-1d2daba32da0
421,2025-07-31T07:49:06.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
4330,2025-07-31T09:04:29.000Z,95,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2772,2025-07-31T09:04:45.000Z,79,81689b30-4a9c-11ef-ad50-1d2daba32da0
436,2025-07-31T09:05:32.000Z,35,81689b30-4a9c-11ef-ad50-1d2daba32da0
860,2025-07-31T09:05:58.000Z,78,816932d0-4a9c-11ef-b3c5-85b5ce342d21
609,2025-07-31T09:06:49.000Z,63,81689b30-4a9c-11ef-ad50-1d2daba32da0
1200,2025-07-31T09:08:24.000Z,84,81689b30-4a9c-11ef-ad50-1d2daba32da0
7527,2025-07-31T09:20:40.000Z,222,81689b30-4a9c-11ef-ad50-1d2daba32da0
4289,2025-07-31T09:24:25.000Z,178,81689b30-4a9c-11ef-ad50-1d2daba32da0
684,2025-07-31T09:25:15.000Z,18,81689b30-4a9c-11ef-ad50-1d2daba32da0
10200,2025-07-31T12:41:09.000Z,192,81689b30-4a9c-11ef-ad50-1d2daba32da0
7289,2025-07-31T17:32:10.000Z,120,81689b30-4a9c-11ef-ad50-1d2daba32da0
1721,2025-07-31T17:33:49.000Z,91,81689b30-4a9c-11ef-ad50-1d2daba32da0
216,2025-07-31T17:34:23.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
1587,2025-07-31T17:34:33.000Z,44,816932d0-4a9c-11ef-b3c5-85b5ce342d21
390,2025-07-31T17:34:48.000Z,16,81689b30-4a9c-11ef-ad50-1d2daba32da0
106,2025-07-31T17:35:23.000Z,4,8170c860-4a9c-11ef-a57d-1978fe7d9161
654,2025-07-31T17:35:26.000Z,40,816932d0-4a9c-11ef-b3c5-85b5ce342d21
937,2025-07-31T17:35:46.000Z,52,81689b30-4a9c-11ef-ad50-1d2daba32da0
3606,2025-07-31T17:37:00.000Z,79,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1333,2025-07-31T17:38:48.000Z,20,81689b30-4a9c-11ef-ad50-1d2daba32da0
2186,2025-07-31T17:40:54.000Z,59,81689b30-4a9c-11ef-ad50-1d2daba32da0
245,2025-07-31T19:10:37.000Z,14,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3198,2025-07-31T19:11:12.000Z,139,81689b30-4a9c-11ef-ad50-1d2daba32da0
304,2025-07-31T19:11:52.000Z,41,816932d0-4a9c-11ef-b3c5-85b5ce342d21
999,2025-07-31T20:07:06.000Z,37,8170c860-4a9c-11ef-a57d-1978fe7d9161
8830,2025-07-31T20:13:52.000Z,154,81689b30-4a9c-11ef-ad50-1d2daba32da0
5521,2025-07-31T21:09:10.000Z,99,816932d0-4a9c-11ef-b3c5-85b5ce342d21
530,2025-07-31T21:13:25.000Z,21,81689b30-4a9c-11ef-ad50-1d2daba32da0
2060,2025-07-31T21:13:57.000Z,51,816932d0-4a9c-11ef-b3c5-85b5ce342d21
234,2025-07-31T21:14:17.000Z,22,81689b30-4a9c-11ef-ad50-1d2daba32da0
390,2025-07-31T21:14:22.000Z,57,8165a900-4a9c-11ef-8393-69e55944ae1e
3133,2025-07-31T21:19:12.000Z,288,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3213,2025-07-31T21:25:58.000Z,130,8170c860-4a9c-11ef-a57d-1978fe7d9161
10030,2025-07-31T21:31:34.000Z,332,816932d0-4a9c-11ef-b3c5-85b5ce342d21
128,2025-08-01T07:52:58.000Z,3,8165a900-4a9c-11ef-8393-69e55944ae1e
5222,2025-08-01T08:04:05.000Z,76,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1292,2025-08-01T08:45:08.000Z,33,8170c860-4a9c-11ef-a57d-1978fe7d9161
492,2025-08-01T08:45:32.000Z,9,816932d0-4a9c-11ef-b3c5-85b5ce342d21
137,2025-08-01T08:45:54.000Z,9,81689b30-4a9c-11ef-ad50-1d2daba32da0
768,2025-08-01T08:55:06.000Z,133,81689b30-4a9c-11ef-ad50-1d2daba32da0
4566,2025-08-01T12:39:06.000Z,105,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1477,2025-08-01T13:33:16.000Z,157,81689b30-4a9c-11ef-ad50-1d2daba32da0
3560,2025-08-01T13:36:00.000Z,122,81689b30-4a9c-11ef-ad50-1d2daba32da0
5431,2025-08-01T14:36:04.000Z,112,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3112,2025-08-01T14:50:55.000Z,127,81689b30-4a9c-11ef-ad50-1d2daba32da0
2724,2025-08-01T16:30:04.000Z,34,81689b30-4a9c-11ef-ad50-1d2daba32da0
2159,2025-08-01T16:30:41.000Z,30,81689b30-4a9c-11ef-ad50-1d2daba32da0
3159,2025-08-01T16:32:30.000Z,60,81689b30-4a9c-11ef-ad50-1d2daba32da0
553,2025-08-01T16:32:58.000Z,7,81689b30-4a9c-11ef-ad50-1d2daba32da0
300,2025-08-01T16:33:08.000Z,4,81689b30-4a9c-11ef-ad50-1d2daba32da0
2568,2025-08-01T17:00:09.000Z,113,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7025,2025-08-01T17:26:06.000Z,231,81689b30-4a9c-11ef-ad50-1d2daba32da0
4654,2025-08-01T17:54:35.000Z,68,81689b30-4a9c-11ef-ad50-1d2daba32da0
2653,2025-08-01T17:55:55.000Z,64,81689b30-4a9c-11ef-ad50-1d2daba32da0
3275,2025-08-01T18:48:14.000Z,261,816932d0-4a9c-11ef-b3c5-85b5ce342d21
8319,2025-08-01T19:16:15.000Z,175,81689b30-4a9c-11ef-ad50-1d2daba32da0
5536,2025-08-01T19:23:54.000Z,299,8165a900-4a9c-11ef-8393-69e55944ae1e
4025,2025-08-01T19:46:46.000Z,93,8170c860-4a9c-11ef-a57d-1978fe7d9161
528,2025-08-01T19:56:12.000Z,11,8170c860-4a9c-11ef-a57d-1978fe7d9161
2496,2025-08-01T20:01:52.000Z,67,81689b30-4a9c-11ef-ad50-1d2daba32da0
512,2025-08-01T20:02:39.000Z,39,81689b30-4a9c-11ef-ad50-1d2daba32da0
896,2025-08-01T20:04:13.000Z,74,81689b30-4a9c-11ef-ad50-1d2daba32da0
456,2025-08-01T20:04:59.000Z,25,8165a900-4a9c-11ef-8393-69e55944ae1e
2603,2025-08-01T20:07:13.000Z,126,8165a900-4a9c-11ef-8393-69e55944ae1e
927,2025-08-01T21:15:31.000Z,17,81689b30-4a9c-11ef-ad50-1d2daba32da0
427,2025-08-01T21:15:58.000Z,7,81689b30-4a9c-11ef-ad50-1d2daba32da0
853,2025-08-01T21:16:36.000Z,17,81689b30-4a9c-11ef-ad50-1d2daba32da0
1331,2025-08-01T21:17:26.000Z,43,81689b30-4a9c-11ef-ad50-1d2daba32da0
1566,2025-08-01T21:20:53.000Z,99,81689b30-4a9c-11ef-ad50-1d2daba32da0
1553,2025-08-01T21:26:43.000Z,35,81689b30-4a9c-11ef-ad50-1d2daba32da0
1637,2025-08-01T21:29:04.000Z,47,81689b30-4a9c-11ef-ad50-1d2daba32da0
5950,2025-08-01T21:32:55.000Z,195,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4110,2025-08-02T08:02:22.000Z,57,8170c860-4a9c-11ef-a57d-1978fe7d9161
471,2025-08-02T08:02:45.000Z,11,816932d0-4a9c-11ef-b3c5-85b5ce342d21
368,2025-08-02T08:03:07.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
3268,2025-08-02T09:00:11.000Z,60,81689b30-4a9c-11ef-ad50-1d2daba32da0
1260,2025-08-02T10:13:04.000Z,33,816932d0-4a9c-11ef-b3c5-85b5ce342d21
6540,2025-08-02T10:15:32.000Z,148,81689b30-4a9c-11ef-ad50-1d2daba32da0
2524,2025-08-02T10:17:26.000Z,80,81689b30-4a9c-11ef-ad50-1d2daba32da0
412,2025-08-02T10:17:52.000Z,31,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2622,2025-08-02T10:20:41.000Z,108,816932d0-4a9c-11ef-b3c5-85b5ce342d21
475,2025-08-02T11:02:58.000Z,16,816932d0-4a9c-11ef-b3c5-85b5ce342d21
625,2025-08-02T11:03:40.000Z,22,816932d0-4a9c-11ef-b3c5-85b5ce342d21
313,2025-08-02T11:03:54.000Z,8,816932d0-4a9c-11ef-b3c5-85b5ce342d21
851,2025-08-02T11:10:33.000Z,17,816932d0-4a9c-11ef-b3c5-85b5ce342d21
339,2025-08-02T11:10:57.000Z,4,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1266,2025-08-02T11:12:11.000Z,49,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4775,2025-08-02T14:04:12.000Z,185,816932d0-4a9c-11ef-b3c5-85b5ce342d21
12230,2025-08-02T14:21:06.000Z,255,81689b30-4a9c-11ef-ad50-1d2daba32da0
3536,2025-08-02T14:47:45.000Z,105,81689b30-4a9c-11ef-ad50-1d2daba32da0
10933,2025-08-02T17:20:03.000Z,397,81689b30-4a9c-11ef-ad50-1d2daba32da0
8645,2025-08-03T09:16:53.000Z,179,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3475,2025-08-03T11:51:10.000Z,117,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4478,2025-08-03T13:17:41.000Z,119,81689b30-4a9c-11ef-ad50-1d2daba32da0
4075,2025-08-03T14:28:25.000Z,223,816932d0-4a9c-11ef-b3c5-85b5ce342d21
824,2025-08-04T11:14:30.000Z,73,8170c860-4a9c-11ef-a57d-1978fe7d9161
359,2025-08-04T11:19:06.000Z,56,8170c860-4a9c-11ef-a57d-1978fe7d9161
6309,2025-08-04T11:56:49.000Z,174,81689b30-4a9c-11ef-ad50-1d2daba32da0
